id,sentiment
29008,neutral
16315,neutral
9289,neutral
16900,neutral
10226,neutral
18628,neutral
29898,neutral
31657,neutral
25196,neutral
32148,neutral
18992,neutral
39238,neutral
14146,neutral
1670,neutral
33645,neutral
18304,neutral
39586,neutral
31458,neutral
36494,neutral
35228,neutral
34617,neutral
24219,neutral
30769,neutral
18611,neutral
20395,neutral
21900,neutral
5040,neutral
3876,neutral
8317,neutral
20046,neutral
1911,neutral
19151,neutral
16675,neutral
37363,neutral
15214,neutral
3219,neutral
9192,neutral
20728,neutral
30821,neutral
11081,neutral
27003,neutral
5501,neutral
32523,neutral
39925,neutral
35083,neutral
35550,neutral
38908,neutral
1536,neutral
25524,neutral
30532,neutral
35967,neutral
21193,neutral
19244,neutral
18734,neutral
3074,neutral
17520,neutral
36669,neutral
23182,neutral
18808,neutral
14832,neutral
2741,neutral
18720,neutral
16942,neutral
8829,neutral
5100,neutral
13925,neutral
20937,neutral
18963,neutral
10741,neutral
10428,neutral
11965,neutral
36824,neutral
26540,neutral
8739,neutral
2182,neutral
33976,neutral
24428,neutral
23670,neutral
4630,neutral
3461,neutral
30884,neutral
27205,neutral
12623,neutral
16144,neutral
2158,neutral
24572,neutral
21641,neutral
23875,neutral
33327,neutral
18926,neutral
36578,neutral
31266,neutral
25511,neutral
4672,neutral
6972,neutral
4265,neutral
30059,neutral
26618,neutral
12435,neutral
15117,neutral
21124,neutral
15518,neutral
18310,neutral
31487,neutral
6181,neutral
19034,neutral
23441,neutral
15499,neutral
7560,neutral
6742,neutral
32484,neutral
34244,neutral
9016,neutral
15607,neutral
13835,neutral
34735,neutral
30490,neutral
22160,neutral
35784,neutral
31092,neutral
2308,neutral
34677,neutral
33250,neutral
21535,neutral
26644,neutral
5426,neutral
9841,neutral
32964,neutral
30647,neutral
7721,neutral
6188,neutral
25086,neutral
11127,neutral
4785,neutral
1796,neutral
6620,neutral
33770,neutral
32899,neutral
39704,neutral
15341,neutral
39507,neutral
2541,neutral
39992,neutral
15002,neutral
33202,neutral
34429,neutral
12923,neutral
12029,neutral
3899,neutral
28335,neutral
19771,neutral
5034,neutral
10628,neutral
28383,neutral
11082,neutral
10007,neutral
967,neutral
30717,neutral
34829,neutral
8713,neutral
27536,neutral
15361,neutral
1557,neutral
23967,neutral
2644,neutral
5654,neutral
30061,neutral
17258,neutral
9392,neutral
38571,neutral
26333,neutral
18923,neutral
3792,neutral
32560,neutral
11470,neutral
38148,neutral
18233,neutral
20377,neutral
15017,neutral
17315,neutral
17484,neutral
14584,neutral
6434,neutral
28349,neutral
31018,neutral
21239,neutral
23589,neutral
5421,neutral
18629,neutral
38989,neutral
9103,neutral
13204,neutral
4518,neutral
32820,neutral
15576,neutral
15069,neutral
9512,neutral
4146,neutral
27817,neutral
25529,neutral
29509,neutral
30592,neutral
36726,neutral
20042,neutral
19518,neutral
7646,neutral
35233,neutral
26291,neutral
35994,neutral
37388,neutral
36080,neutral
15550,neutral
8321,neutral
39875,neutral
2116,neutral
17714,neutral
18012,neutral
7070,neutral
12955,neutral
20041,neutral
13022,neutral
7449,neutral
22454,neutral
33837,neutral
4325,neutral
17460,neutral
10865,neutral
14597,neutral
10393,neutral
16072,neutral
23400,neutral
13815,neutral
31608,neutral
608,neutral
3946,neutral
11857,neutral
34781,neutral
9672,neutral
1647,neutral
5707,neutral
13594,neutral
21532,neutral
5941,neutral
15553,neutral
31033,neutral
9451,neutral
14348,neutral
29693,neutral
2133,neutral
10644,neutral
10030,neutral
4152,neutral
12522,neutral
11489,neutral
30349,neutral
28213,neutral
9205,neutral
2875,neutral
14170,neutral
29842,neutral
4775,neutral
198,neutral
28131,neutral
24201,neutral
22853,neutral
34906,neutral
24935,neutral
23566,neutral
13924,neutral
3564,neutral
27349,neutral
17496,neutral
26444,neutral
32434,neutral
33634,neutral
19931,neutral
21712,neutral
6926,neutral
34127,neutral
32211,neutral
17516,neutral
15406,neutral
18918,neutral
13552,neutral
20352,neutral
11893,neutral
36710,neutral
24436,neutral
9694,neutral
16181,neutral
36934,neutral
11551,neutral
17609,neutral
26692,neutral
29085,neutral
35877,neutral
26648,neutral
29028,neutral
1453,neutral
18486,neutral
19321,neutral
28700,neutral
39041,neutral
3265,neutral
10508,neutral
20497,neutral
5775,neutral
32374,neutral
10424,neutral
31887,neutral
15267,neutral
1866,neutral
20120,neutral
32491,neutral
7870,neutral
12119,neutral
32005,neutral
8913,neutral
12309,neutral
39048,neutral
12690,neutral
20018,neutral
3001,neutral
36911,neutral
30204,neutral
16631,neutral
19331,neutral
21643,neutral
28078,neutral
5815,neutral
37060,neutral
262,neutral
8442,neutral
23943,neutral
15914,neutral
22456,neutral
39499,neutral
3875,neutral
13039,neutral
23686,neutral
33253,neutral
34730,neutral
24607,neutral
17518,neutral
13674,neutral
24591,neutral
14264,neutral
13969,neutral
20166,neutral
18719,neutral
9298,neutral
28959,neutral
11636,neutral
28303,neutral
32333,neutral
28907,neutral
37262,neutral
3077,neutral
23014,neutral
28968,neutral
7605,neutral
24745,neutral
38546,neutral
31058,neutral
6515,neutral
34488,neutral
30630,neutral
729,neutral
34997,neutral
6898,neutral
13634,neutral
26949,neutral
36349,neutral
19119,neutral
24601,neutral
36964,neutral
36688,neutral
13611,neutral
37048,neutral
22521,neutral
20163,neutral
21964,neutral
6735,neutral
10453,neutral
9464,neutral
11501,neutral
12492,neutral
36215,neutral
16634,neutral
18203,neutral
11124,neutral
30641,neutral
20222,neutral
37995,neutral
624,neutral
38640,neutral
1784,neutral
30032,neutral
34903,neutral
36213,neutral
16041,neutral
740,neutral
14563,neutral
6253,neutral
24043,neutral
8435,neutral
22955,neutral
5134,neutral
14181,neutral
36901,neutral
33088,neutral
25987,neutral
1697,neutral
37634,neutral
31892,neutral
7679,neutral
6821,neutral
31520,neutral
37041,neutral
17301,neutral
2825,neutral
27613,neutral
22014,neutral
26187,neutral
29263,neutral
20060,neutral
8960,neutral
36554,neutral
8541,neutral
37965,neutral
13504,neutral
14655,neutral
14300,neutral
28860,neutral
26057,neutral
10388,neutral
20835,neutral
32736,neutral
18026,neutral
3318,neutral
9003,neutral
12783,neutral
9097,neutral
17747,neutral
38394,neutral
9758,neutral
8795,neutral
12013,neutral
6778,neutral
10405,neutral
21275,neutral
20934,neutral
32458,neutral
4528,neutral
27143,neutral
6231,neutral
39156,neutral
18160,neutral
28553,neutral
12261,neutral
21255,neutral
20574,neutral
21154,neutral
14558,neutral
16768,neutral
8099,neutral
3016,neutral
18843,neutral
27901,neutral
1736,neutral
18206,neutral
28755,neutral
14023,neutral
37876,neutral
13488,neutral
29679,neutral
40,neutral
19334,neutral
22609,neutral
26760,neutral
20524,neutral
6053,neutral
655,neutral
27459,neutral
323,neutral
16534,neutral
34571,neutral
34238,neutral
13655,neutral
4968,neutral
39305,neutral
17704,neutral
5754,neutral
23681,neutral
38632,neutral
30753,neutral
36063,neutral
22909,neutral
962,neutral
17999,neutral
34212,neutral
2757,neutral
8249,neutral
24411,neutral
20988,neutral
17935,neutral
26259,neutral
16176,neutral
21220,neutral
7094,neutral
857,neutral
34646,neutral
38744,neutral
26004,neutral
23615,neutral
12212,neutral
20078,neutral
20459,neutral
9712,neutral
39591,neutral
27762,neutral
4918,neutral
2992,neutral
34417,neutral
35051,neutral
12573,neutral
1930,neutral
6420,neutral
7251,neutral
7779,neutral
28808,neutral
16751,neutral
19918,neutral
2296,neutral
21525,neutral
27383,neutral
1457,neutral
12387,neutral
13177,neutral
7638,neutral
15633,neutral
3281,neutral
18264,neutral
14565,neutral
27064,neutral
29164,neutral
17817,neutral
32593,neutral
37785,neutral
28348,neutral
12903,neutral
16711,neutral
37798,neutral
26353,neutral
1682,neutral
9288,neutral
32772,neutral
39447,neutral
25002,neutral
23058,neutral
22602,neutral
39139,neutral
7096,neutral
18955,neutral
24672,neutral
35332,neutral
6013,neutral
37860,neutral
26791,neutral
39813,neutral
33903,neutral
39937,neutral
12179,neutral
9370,neutral
32756,neutral
18597,neutral
39062,neutral
9681,neutral
33001,neutral
10876,neutral
17034,neutral
11852,neutral
36417,neutral
29637,neutral
6326,neutral
4564,neutral
25900,neutral
550,neutral
3930,neutral
22186,neutral
21016,neutral
33553,neutral
22871,neutral
9532,neutral
24367,neutral
20110,neutral
31742,neutral
1033,neutral
38966,neutral
30283,neutral
70,neutral
39796,neutral
12507,neutral
25366,neutral
13958,neutral
3177,neutral
21579,neutral
853,neutral
6346,neutral
29625,neutral
6394,neutral
2730,neutral
39249,neutral
25486,neutral
29242,neutral
7827,neutral
8899,neutral
9480,neutral
28346,neutral
24150,neutral
24620,neutral
4285,neutral
7298,neutral
12421,neutral
24190,neutral
28560,neutral
36094,neutral
29938,neutral
33017,neutral
25863,neutral
35815,neutral
9211,neutral
128,neutral
36815,neutral
34082,neutral
38313,neutral
15986,neutral
18345,neutral
18838,neutral
2299,neutral
8368,neutral
35844,neutral
22879,neutral
4400,neutral
19245,neutral
3843,neutral
9747,neutral
31869,neutral
37814,neutral
11658,neutral
26135,neutral
24100,neutral
3269,neutral
28642,neutral
37686,neutral
11567,neutral
1687,neutral
14303,neutral
6432,neutral
23025,neutral
38260,neutral
8897,neutral
8957,neutral
19003,neutral
26394,neutral
14545,neutral
34918,neutral
15959,neutral
6759,neutral
19490,neutral
20820,neutral
1673,neutral
8082,neutral
17846,neutral
22078,neutral
14948,neutral
5010,neutral
37070,neutral
30072,neutral
6314,neutral
17538,neutral
31614,neutral
11607,neutral
1467,neutral
1895,neutral
37468,neutral
8857,neutral
10592,neutral
26591,neutral
23045,neutral
17588,neutral
32403,neutral
2851,neutral
28407,neutral
30271,neutral
27889,neutral
23119,neutral
25099,neutral
35341,neutral
14064,neutral
16606,neutral
20693,neutral
6648,neutral
5352,neutral
19048,neutral
14806,neutral
29618,neutral
16423,neutral
2830,neutral
35357,neutral
27639,neutral
10470,neutral
33140,neutral
37367,neutral
38547,neutral
33027,neutral
28410,neutral
38217,neutral
15826,neutral
29609,neutral
10378,neutral
23358,neutral
16386,neutral
33824,neutral
23305,neutral
38636,neutral
28344,neutral
4168,neutral
12983,neutral
2907,neutral
22132,neutral
39578,neutral
18363,neutral
2276,neutral
12745,neutral
39508,neutral
37196,neutral
21697,neutral
28136,neutral
25725,neutral
15469,neutral
3818,neutral
10969,neutral
1331,neutral
23224,neutral
26818,neutral
36456,neutral
33225,neutral
3979,neutral
35308,neutral
30331,neutral
15871,neutral
31229,neutral
30688,neutral
6328,neutral
19916,neutral
34451,neutral
34575,neutral
28882,neutral
14229,neutral
24616,neutral
2622,neutral
15601,neutral
1503,neutral
17672,neutral
943,neutral
30168,neutral
30084,neutral
8489,neutral
14458,neutral
13053,neutral
26269,neutral
31500,neutral
27146,neutral
4203,neutral
32305,neutral
27316,neutral
24799,neutral
20650,neutral
926,neutral
27054,neutral
37068,neutral
3000,neutral
21759,neutral
31985,neutral
27585,neutral
8013,neutral
9240,neutral
23420,neutral
26042,neutral
8564,neutral
33490,neutral
34504,neutral
27697,neutral
17678,neutral
39619,neutral
17561,neutral
1731,neutral
936,neutral
11487,neutral
38307,neutral
37347,neutral
29288,neutral
30195,neutral
32552,neutral
20318,neutral
39050,neutral
10186,neutral
38055,neutral
20406,neutral
39822,neutral
6646,neutral
1451,neutral
21434,neutral
23192,neutral
9235,neutral
21887,neutral
31919,neutral
8042,neutral
9282,neutral
22526,neutral
39150,neutral
22389,neutral
13075,neutral
22196,neutral
6600,neutral
3840,neutral
34889,neutral
2635,neutral
17222,neutral
27979,neutral
30148,neutral
23975,neutral
28630,neutral
3104,neutral
29067,neutral
37395,neutral
18087,neutral
32647,neutral
8610,neutral
36725,neutral
1483,neutral
27047,neutral
26930,neutral
10721,neutral
36431,neutral
2445,neutral
6014,neutral
8277,neutral
19293,neutral
4563,neutral
311,neutral
31786,neutral
14526,neutral
30674,neutral
24402,neutral
11570,neutral
32790,neutral
1291,neutral
28010,neutral
38701,neutral
3168,neutral
32281,neutral
9444,neutral
21455,neutral
22379,neutral
10562,neutral
5225,neutral
25893,neutral
18751,neutral
3214,neutral
4156,neutral
9632,neutral
38832,neutral
19002,neutral
33809,neutral
19315,neutral
18644,neutral
5199,neutral
15771,neutral
3425,neutral
39046,neutral
34014,neutral
38711,neutral
36499,neutral
23955,neutral
36826,neutral
17048,neutral
29049,neutral
5936,neutral
6708,neutral
1398,neutral
38831,neutral
17079,neutral
28776,neutral
31764,neutral
31805,neutral
19458,neutral
25158,neutral
5035,neutral
17078,neutral
18662,neutral
29884,neutral
26516,neutral
35892,neutral
9164,neutral
37155,neutral
24020,neutral
17160,neutral
32338,neutral
20050,neutral
31649,neutral
24482,neutral
2856,neutral
37222,neutral
27203,neutral
39016,neutral
28705,neutral
19524,neutral
26278,neutral
13976,neutral
8413,neutral
26520,neutral
35539,neutral
22181,neutral
2885,neutral
11477,neutral
30010,neutral
30410,neutral
33844,neutral
13167,neutral
19025,neutral
13370,neutral
38882,neutral
469,neutral
39785,neutral
26273,neutral
35663,neutral
12050,neutral
33738,neutral
13185,neutral
21496,neutral
34304,neutral
10880,neutral
17542,neutral
37406,neutral
21114,neutral
7264,neutral
144,neutral
5148,neutral
38537,neutral
14117,neutral
21813,neutral
32142,neutral
22324,neutral
8879,neutral
22799,neutral
36984,neutral
20450,neutral
15609,neutral
22385,neutral
28998,neutral
31691,neutral
1992,neutral
7337,neutral
14844,neutral
38650,neutral
17348,neutral
32676,neutral
39332,neutral
14625,neutral
5215,neutral
17987,neutral
1034,neutral
22236,neutral
23534,neutral
4650,neutral
5071,neutral
26114,neutral
36445,neutral
10873,neutral
896,neutral
38279,neutral
24017,neutral
879,neutral
18585,neutral
10888,neutral
28944,neutral
35438,neutral
39550,neutral
29989,neutral
36162,neutral
23552,neutral
6832,neutral
31984,neutral
39524,neutral
8845,neutral
29226,neutral
7364,neutral
27744,neutral
8735,neutral
34101,neutral
22724,neutral
32809,neutral
9398,neutral
19833,neutral
33145,neutral
5954,neutral
11191,neutral
14777,neutral
470,neutral
10536,neutral
27707,neutral
3277,neutral
37317,neutral
4068,neutral
24927,neutral
33868,neutral
39949,neutral
2055,neutral
10059,neutral
16188,neutral
5020,neutral
16657,neutral
13,neutral
19145,neutral
8821,neutral
28159,neutral
23628,neutral
12107,neutral
1319,neutral
10881,neutral
31381,neutral
25299,neutral
30165,neutral
21549,neutral
34550,neutral
18131,neutral
26207,neutral
14160,neutral
16875,neutral
25424,neutral
16594,neutral
8976,neutral
33679,neutral
22944,neutral
21437,neutral
11958,neutral
8085,neutral
1791,neutral
13950,neutral
14084,neutral
19892,neutral
10552,neutral
12299,neutral
39451,neutral
1043,neutral
19386,neutral
1213,neutral
4047,neutral
499,neutral
2331,neutral
34478,neutral
15353,neutral
7528,neutral
7133,neutral
19663,neutral
11187,neutral
25775,neutral
38972,neutral
13732,neutral
31799,neutral
7947,neutral
16826,neutral
15484,neutral
22095,neutral
32029,neutral
30318,neutral
31867,neutral
27291,neutral
29380,neutral
37411,neutral
2000,neutral
24167,neutral
31849,neutral
15809,neutral
22822,neutral
4387,neutral
32027,neutral
20453,neutral
39496,neutral
9266,neutral
532,neutral
3102,neutral
19616,neutral
37723,neutral
29310,neutral
22827,neutral
14505,neutral
11225,neutral
18737,neutral
631,neutral
8288,neutral
26112,neutral
24361,neutral
39423,neutral
16305,neutral
6161,neutral
21491,neutral
29574,neutral
15351,neutral
21098,neutral
24186,neutral
1962,neutral
11270,neutral
28636,neutral
33113,neutral
8687,neutral
27879,neutral
1786,neutral
33359,neutral
28300,neutral
20876,neutral
26836,neutral
19193,neutral
12900,neutral
26434,neutral
33922,neutral
14759,neutral
8586,neutral
10669,neutral
29611,neutral
10560,neutral
12408,neutral
6803,neutral
35524,neutral
37050,neutral
34554,neutral
12488,neutral
21614,neutral
4943,neutral
32487,neutral
25699,neutral
24978,neutral
13505,neutral
12724,neutral
1077,neutral
17979,neutral
1174,neutral
1808,neutral
36557,neutral
15393,neutral
30196,neutral
1323,neutral
29501,neutral
25016,neutral
22147,neutral
13658,neutral
16104,neutral
596,neutral
1395,neutral
7908,neutral
31690,neutral
14646,neutral
1072,neutral
21284,neutral
9060,neutral
30012,neutral
36496,neutral
30924,neutral
22893,neutral
1478,neutral
20216,neutral
3785,neutral
18649,neutral
10311,neutral
11015,neutral
25379,neutral
14149,neutral
14384,neutral
15475,neutral
471,neutral
21893,neutral
16953,neutral
20984,neutral
2362,neutral
30934,neutral
33429,neutral
30404,neutral
25134,neutral
2265,neutral
21805,neutral
9588,neutral
27849,neutral
23159,neutral
19009,neutral
23657,neutral
9619,neutral
21585,neutral
2982,neutral
26083,neutral
25406,neutral
21541,neutral
14875,neutral
19543,neutral
8677,neutral
19214,neutral
30325,neutral
29779,neutral
21666,neutral
18005,neutral
5712,neutral
14764,neutral
35991,neutral
24631,neutral
29660,neutral
28507,neutral
2231,neutral
4569,neutral
7277,neutral
39464,neutral
19854,neutral
28255,neutral
26755,neutral
1993,neutral
8871,neutral
3105,neutral
23740,neutral
21892,neutral
7028,neutral
27400,neutral
428,neutral
15951,neutral
22162,neutral
2240,neutral
26908,neutral
17827,neutral
96,neutral
37826,neutral
35588,neutral
23461,neutral
17024,neutral
35430,neutral
12759,neutral
2020,neutral
18481,neutral
23469,neutral
29177,neutral
24388,neutral
22810,neutral
14843,neutral
30248,neutral
25959,neutral
15420,neutral
27120,neutral
28781,neutral
2868,neutral
18985,neutral
15637,neutral
217,neutral
3548,neutral
1162,neutral
15392,neutral
11547,neutral
36293,neutral
28388,neutral
9170,neutral
13681,neutral
25436,neutral
2505,neutral
8858,neutral
18707,neutral
16739,neutral
38190,neutral
1413,neutral
12469,neutral
10849,neutral
31221,neutral
24261,neutral
24483,neutral
5304,neutral
34232,neutral
34041,neutral
10397,neutral
15102,neutral
16166,neutral
38837,neutral
31494,neutral
36092,neutral
19150,neutral
1640,neutral
12630,neutral
11868,neutral
8612,neutral
5881,neutral
28056,neutral
447,neutral
33410,neutral
15594,neutral
30201,neutral
4289,neutral
22430,neutral
13097,neutral
30737,neutral
35156,neutral
14320,neutral
27986,neutral
12830,neutral
1900,neutral
36217,neutral
29128,neutral
18373,neutral
18393,neutral
3431,neutral
35383,neutral
17008,neutral
8106,neutral
12613,neutral
4520,neutral
1829,neutral
39558,neutral
686,neutral
19341,neutral
18111,neutral
26778,neutral
9661,neutral
3935,neutral
34640,neutral
8755,neutral
11105,neutral
35159,neutral
37394,neutral
37122,neutral
16098,neutral
12528,neutral
18112,neutral
19111,neutral
38863,neutral
38663,neutral
29839,neutral
31664,neutral
1562,neutral
584,neutral
14156,neutral
2528,neutral
11450,neutral
23547,neutral
18398,neutral
34770,neutral
7122,neutral
23294,neutral
12972,neutral
12883,neutral
1681,neutral
24284,neutral
6899,neutral
16345,neutral
22665,neutral
32058,neutral
19392,neutral
22071,neutral
14275,neutral
28433,neutral
7571,neutral
8970,neutral
26504,neutral
39131,neutral
12628,neutral
20404,neutral
14615,neutral
13659,neutral
18853,neutral
26073,neutral
22790,neutral
22817,neutral
22749,neutral
18010,neutral
23200,neutral
19719,neutral
31462,neutral
26465,neutral
724,neutral
25094,neutral
23477,neutral
26089,neutral
37282,neutral
15452,neutral
37856,neutral
18085,neutral
5343,neutral
25330,neutral
15606,neutral
20351,neutral
8765,neutral
9237,neutral
36082,neutral
20838,neutral
16268,neutral
13852,neutral
14822,neutral
34358,neutral
18697,neutral
29563,neutral
11257,neutral
13952,neutral
28069,neutral
31739,neutral
26875,neutral
20021,neutral
18462,neutral
10183,neutral
31167,neutral
35155,neutral
6427,neutral
39231,neutral
37425,neutral
33148,neutral
10742,neutral
19291,neutral
26858,neutral
36450,neutral
20636,neutral
26077,neutral
25756,neutral
7568,neutral
12887,neutral
28780,neutral
17775,neutral
19099,neutral
32998,neutral
29776,neutral
33335,neutral
13398,neutral
1023,neutral
3928,neutral
10735,neutral
29260,neutral
37809,neutral
26285,neutral
22812,neutral
4771,neutral
16408,neutral
2585,neutral
26895,neutral
33749,neutral
34938,neutral
13766,neutral
6267,neutral
11234,neutral
7303,neutral
38747,neutral
18172,neutral
10801,neutral
1763,neutral
12480,neutral
31081,neutral
36409,neutral
36335,neutral
30446,neutral
1232,neutral
33956,neutral
30117,neutral
18189,neutral
6056,neutral
3933,neutral
21402,neutral
19401,neutral
39123,neutral
13451,neutral
2149,neutral
38495,neutral
15625,neutral
25483,neutral
7090,neutral
38308,neutral
28870,neutral
34477,neutral
28580,neutral
16250,neutral
7964,neutral
37696,neutral
27842,neutral
20723,neutral
23012,neutral
22887,neutral
8768,neutral
1303,neutral
16860,neutral
33021,neutral
36192,neutral
37385,neutral
34105,neutral
2608,neutral
16296,neutral
36538,neutral
22171,neutral
18575,neutral
12784,neutral
10917,neutral
16904,neutral
8230,neutral
5726,neutral
8256,neutral
15532,neutral
18353,neutral
29488,neutral
21481,neutral
38525,neutral
429,neutral
34744,neutral
23493,neutral
30777,neutral
15593,neutral
21410,neutral
20990,neutral
19594,neutral
21557,neutral
24145,neutral
25328,neutral
22802,neutral
25924,neutral
32354,neutral
38416,neutral
36279,neutral
26440,neutral
9038,neutral
38023,neutral
17735,neutral
36117,neutral
23127,neutral
13202,neutral
16613,neutral
39026,neutral
14555,neutral
16410,neutral
38836,neutral
13360,neutral
210,neutral
29399,neutral
5231,neutral
21115,neutral
25489,neutral
24445,neutral
8416,neutral
32448,neutral
39577,neutral
23449,neutral
27365,neutral
23304,neutral
25349,neutral
30837,neutral
26006,neutral
7685,neutral
31687,neutral
8814,neutral
16255,neutral
15311,neutral
4202,neutral
38894,neutral
263,neutral
12524,neutral
32858,neutral
273,neutral
34463,neutral
34021,neutral
18826,neutral
30486,neutral
6424,neutral
15137,neutral
1194,neutral
15363,neutral
2300,neutral
1426,neutral
4810,neutral
33149,neutral
5563,neutral
14540,neutral
13377,neutral
22070,neutral
24459,neutral
28329,neutral
27821,neutral
2111,neutral
9766,neutral
3161,neutral
3944,neutral
24839,neutral
39597,neutral
15331,neutral
24608,neutral
28662,neutral
10035,neutral
33245,neutral
25458,neutral
2744,neutral
39162,neutral
7822,neutral
32782,neutral
11032,neutral
19045,neutral
6675,neutral
24443,neutral
23685,neutral
18892,neutral
38846,neutral
35295,neutral
16597,neutral
37037,neutral
30662,neutral
14295,neutral
34098,neutral
15482,neutral
5869,neutral
15242,neutral
37980,neutral
1157,neutral
35751,neutral
22848,neutral
8059,neutral
32131,neutral
2814,neutral
36204,neutral
24967,neutral
13063,neutral
27061,neutral
17559,neutral
18674,neutral
34948,neutral
10081,neutral
30364,neutral
26839,neutral
38634,neutral
36040,neutral
13954,neutral
28274,neutral
9381,neutral
19031,neutral
22645,neutral
15937,neutral
26130,neutral
12596,neutral
15209,neutral
25239,neutral
343,neutral
24158,neutral
37503,neutral
11438,neutral
22188,neutral
20397,neutral
6670,neutral
11849,neutral
38386,neutral
23951,neutral
11990,neutral
13415,neutral
2325,neutral
39512,neutral
7268,neutral
12966,neutral
6988,neutral
33514,neutral
13713,neutral
7775,neutral
37192,neutral
10882,neutral
8020,neutral
32530,neutral
3615,neutral
36113,neutral
15241,neutral
2351,neutral
